player_id,team_id,league_id,position,role,pitching_ratings_overall_stuff,pitching_ratings_overall_movement,pitching_ratings_overall_hra,pitching_ratings_overall_pbabip,pitching_ratings_overall_control,pitching_ratings_overall_balk,pitching_ratings_overall_hp,pitching_ratings_overall_wild_pitch,pitching_ratings_vsr_stuff,pitching_ratings_vsr_movement,pitching_ratings_vsr_hra,pitching_ratings_vsr_pbabip,pitching_ratings_vsr_control,pitching_ratings_vsr_balk,pitching_ratings_vsr_hp,pitching_ratings_vsr_wild_pitch,pitching_ratings_vsl_stuff,pitching_ratings_vsl_movement,pitching_ratings_vsl_hra,pitching_ratings_vsl_pbabip,pitching_ratings_vsl_control,pitching_ratings_vsl_balk,pitching_ratings_vsl_hp,pitching_ratings_vsl_wild_pitch,pitching_ratings_talent_stuff,pitching_ratings_talent_movement,pitching_ratings_talent_hra,pitching_ratings_talent_pbabip,pitching_ratings_talent_control,pitching_ratings_talent_balk,pitching_ratings_talent_hp,pitching_ratings_talent_wild_pitch,pitching_ratings_pitches_fastball,pitching_ratings_pitches_slider,pitching_ratings_pitches_curveball,pitching_ratings_pitches_screwball,pitching_ratings_pitches_forkball,pitching_ratings_pitches_changeup,pitching_ratings_pitches_sinker,pitching_ratings_pitches_splitter,pitching_ratings_pitches_knuckleball,pitching_ratings_pitches_cutter,pitching_ratings_pitches_circlechange,pitching_ratings_pitches_knucklecurve,pitching_ratings_pitches_talent_fastball,pitching_ratings_pitches_talent_slider,pitching_ratings_pitches_talent_curveball,pitching_ratings_pitches_talent_screwball,pitching_ratings_pitches_talent_forkball,pitching_ratings_pitches_talent_changeup,pitching_ratings_pitches_talent_sinker,pitching_ratings_pitches_talent_splitter,pitching_ratings_pitches_talent_knuckleball,pitching_ratings_pitches_talent_cutter,pitching_ratings_pitches_talent_circlechange,pitching_ratings_pitches_talent_knucklecurve,pitching_ratings_misc_velocity,pitching_ratings_misc_arm_slot,pitching_ratings_misc_stamina,pitching_ratings_misc_ground_fly,pitching_ratings_misc_hold
4286,121,204,9,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,51,20
4287,110,203,7,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,57,20
4288,121,204,3,0,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,56,20
4289,121,204,1,12,45,45,40,50,40,1,4,5,45,45,40,50,40,1,4,5,45,45,40,50,40,1,4,5,45,45,40,50,40,2,4,5,45,0,0,0,0,35,45,0,0,45,0,0,45,0,0,0,0,35,45,0,0,45,0,0,10,3,30,52,30
4290,110,203,3,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,48,20
4291,128,204,1,12,30,45,45,45,50,1,7,3,30,45,45,45,50,1,7,3,30,45,45,45,50,1,7,3,30,45,45,45,50,1,7,3,35,0,0,0,0,35,35,0,0,40,0,0,35,0,0,0,0,35,35,0,0,40,0,0,7,4,70,54,75
4292,128,204,1,11,30,45,45,50,50,1,5,7,30,45,45,50,50,1,5,7,30,45,45,50,50,1,5,7,30,45,45,50,50,1,5,7,35,0,0,0,0,45,40,0,0,0,45,0,35,0,0,0,0,45,40,0,0,0,45,0,5,4,50,62,45
4293,111,203,1,13,40,45,45,45,40,2,5,3,40,45,45,45,40,2,5,3,40,45,45,45,40,2,5,3,40,45,45,45,40,2,5,3,0,0,45,0,0,45,0,0,0,45,0,0,0,0,45,0,0,45,0,0,0,45,0,0,8,3,65,50,40
4294,177,205,1,11,20,45,40,45,35,1,5,1,20,45,40,45,35,1,5,1,20,45,40,45,35,1,5,1,45,55,65,45,75,1,5,1,35,0,0,0,0,30,35,30,0,0,0,0,45,0,0,0,0,65,55,60,0,0,0,0,7,4,60,61,60
4295,111,203,1,11,40,45,45,45,45,2,4,2,40,45,45,45,45,2,4,2,35,45,45,45,45,2,4,2,40,45,45,45,45,2,4,2,40,40,40,0,0,40,40,0,0,0,0,0,40,40,40,0,0,40,40,0,0,0,0,0,9,3,75,55,50
4296,177,205,1,12,30,45,45,45,45,1,9,5,30,45,45,45,45,1,9,5,30,45,45,45,45,1,9,5,30,45,45,45,45,1,9,5,0,35,35,0,0,35,0,35,0,35,0,0,0,35,35,0,0,35,0,35,0,35,0,0,7,3,45,54,80
4297,17,200,1,12,45,50,45,50,50,1,5,3,45,50,45,55,50,1,5,3,45,50,45,50,50,1,5,3,45,50,45,50,50,1,5,3,50,45,0,0,0,0,0,0,0,45,0,0,50,45,0,0,0,0,0,0,0,45,0,0,15,4,45,52,25
4298,177,205,1,13,20,35,30,40,30,1,5,3,20,35,25,40,30,1,5,3,20,35,30,40,30,1,5,3,35,45,50,45,50,1,5,3,35,0,30,0,0,0,30,0,0,0,0,0,35,0,35,0,0,0,40,0,0,0,0,0,6,4,70,52,55
4299,55,201,1,12,45,50,45,50,50,1,5,2,45,50,45,50,50,1,5,2,45,50,50,55,50,1,5,2,45,50,45,50,50,1,5,2,45,0,0,0,0,0,0,50,0,0,0,0,45,0,0,0,0,0,0,50,0,0,0,0,9,2,35,54,70
4300,128,204,1,13,45,35,30,45,45,1,3,5,45,35,30,45,45,1,3,5,45,35,30,45,45,1,3,5,50,45,40,45,50,1,3,5,45,0,45,0,0,0,0,0,0,45,0,0,50,0,60,0,0,0,0,0,0,55,0,0,10,3,30,52,45
4301,78,202,1,11,40,50,45,50,35,1,6,2,40,45,45,50,35,1,6,2,40,50,45,50,35,1,6,2,40,50,45,50,35,1,6,2,45,0,45,0,0,45,40,40,0,0,0,0,45,0,45,0,0,45,40,40,0,0,0,0,10,4,65,55,30
4302,111,203,1,12,40,45,45,50,50,0,6,3,40,45,45,50,50,0,6,3,40,45,45,50,50,0,6,3,40,45,45,50,50,0,6,3,40,0,0,0,0,0,40,0,0,45,0,0,40,0,0,0,0,0,40,0,0,45,0,0,7,4,35,48,60
4303,177,205,1,12,30,45,40,45,45,2,6,3,30,45,45,45,45,2,6,3,30,40,40,45,45,2,6,3,30,45,40,45,45,2,7,3,35,35,0,0,0,0,35,0,0,35,0,0,35,35,0,0,0,0,35,0,0,35,0,0,6,3,35,50,60
4304,111,203,2,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,56,20
4305,128,204,2,0,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,53,20
4306,111,203,3,0,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,43,20
4307,78,202,3,0,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,59,20
4308,111,203,5,0,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,35,35,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,44,20
4309,177,205,6,0,20,30,20,35,0,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,0,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,38,20
4310,128,204,4,0,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,39,20
4311,111,203,3,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,44,20
4312,128,204,4,0,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,44,20
4313,111,203,3,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,52,20
4314,128,204,9,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,20,44,20
4315,78,202,7,0,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,20,47,20
4316,78,202,9,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,36,20
4317,128,204,8,0,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,20,49,20
4318,111,203,2,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,41,20
4319,111,203,1,11,35,45,45,50,50,1,4,5,40,45,45,50,50,1,4,5,35,45,45,50,50,1,4,5,35,45,45,50,50,1,4,5,45,0,40,0,0,35,40,0,0,0,0,0,45,0,40,0,0,35,40,0,0,0,0,0,9,3,70,50,55
4320,128,204,5,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,41,20
4321,135,204,1,11,40,45,45,50,50,1,6,2,40,50,45,50,50,1,6,2,35,45,45,45,50,1,6,2,40,45,45,50,50,1,6,2,40,40,0,0,0,0,40,0,0,0,0,0,40,40,0,0,0,0,40,0,0,0,0,0,10,3,60,54,30
4322,108,203,1,11,45,50,50,55,50,0,4,2,45,55,50,60,50,0,4,2,45,50,50,55,50,0,4,2,45,50,50,55,50,0,4,2,0,55,0,0,55,0,0,0,0,60,0,0,0,55,0,0,55,0,0,0,0,60,0,0,12,4,65,61,65
4323,176,205,1,11,20,35,30,40,30,0,11,5,20,35,25,40,30,0,11,5,20,35,30,40,30,0,11,5,35,50,50,45,45,0,11,6,35,35,30,0,0,30,0,30,0,0,0,0,40,40,45,0,0,45,0,45,0,0,0,0,7,3,60,44,55
4324,76,202,1,12,40,40,30,50,45,1,5,5,40,40,30,50,45,1,5,5,40,40,30,50,45,1,5,5,40,40,30,50,45,1,5,4,45,45,40,0,40,40,0,40,0,0,0,0,45,45,40,0,40,40,0,40,0,0,0,0,12,4,65,43,70
4325,0,0,1,12,20,35,30,40,30,1,5,6,20,35,30,40,30,1,5,6,20,35,30,40,30,1,5,6,40,45,50,45,45,1,5,5,35,30,0,0,30,0,0,0,0,0,0,0,40,45,0,0,45,0,0,0,0,0,0,0,6,3,50,51,35
4326,108,203,1,12,40,50,50,50,50,2,6,5,40,50,50,50,50,2,6,5,40,50,45,50,50,2,6,5,40,50,50,50,50,2,6,5,40,40,30,0,0,40,40,40,0,0,0,0,40,40,30,0,0,40,40,40,0,0,0,0,10,4,55,57,55
4327,135,204,1,11,45,45,40,55,50,2,6,2,45,45,40,50,50,2,6,2,45,45,40,55,50,2,6,2,45,45,40,55,50,2,6,2,45,0,50,0,0,50,0,50,0,0,0,0,45,0,50,0,0,50,0,50,0,0,0,0,10,4,55,46,25
4328,0,0,1,12,35,35,25,45,40,0,5,4,35,35,25,45,40,0,5,4,35,35,25,45,40,0,5,4,40,35,25,45,40,0,5,4,40,0,0,0,0,40,0,0,0,40,0,0,40,0,0,0,0,40,0,0,0,40,0,0,9,3,30,48,30
4329,176,205,1,12,45,35,25,45,45,1,6,2,45,35,25,50,45,1,6,2,40,35,25,45,45,1,6,2,45,35,25,45,45,1,6,2,45,45,0,0,0,0,0,0,0,40,0,0,45,45,0,0,0,0,0,0,0,40,0,0,12,2,45,53,35
4330,176,205,1,13,35,40,35,45,30,1,7,3,35,40,35,45,30,1,7,3,35,40,35,45,30,1,7,3,55,60,70,50,50,1,7,3,40,0,40,0,0,0,0,0,0,0,0,0,45,0,65,0,0,0,0,0,0,0,0,0,9,3,30,60,60
4331,108,203,1,11,45,55,50,55,45,1,5,4,45,55,50,55,45,1,5,4,45,50,50,55,45,1,5,4,55,60,65,55,45,1,5,4,50,0,0,0,0,0,45,40,0,45,0,0,65,0,0,0,0,0,45,50,0,65,0,0,15,3,45,59,65
4332,176,205,1,12,20,35,30,40,25,1,5,5,20,35,30,40,25,1,5,5,20,35,30,45,25,1,5,5,35,45,50,40,40,1,5,5,0,35,0,0,0,0,0,0,0,30,0,0,0,40,0,0,0,0,0,0,0,40,0,0,8,2,30,53,75
4333,108,203,1,11,50,50,45,55,45,0,5,4,50,50,45,55,45,0,5,4,45,50,45,55,45,0,5,4,50,50,45,55,45,0,5,4,55,0,0,0,0,45,45,0,0,50,0,0,55,0,0,0,0,45,45,0,0,50,0,0,15,3,60,51,55
4334,135,204,3,0,20,30,20,35,0,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,0,30,15,15,20,35,30,35,25,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,20,39,20
4335,108,203,2,0,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,49,20
4336,135,204,3,0,20,30,20,40,0,30,15,15,20,30,20,40,20,30,15,15,20,30,20,40,0,30,15,15,20,35,35,40,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,40,20
4337,76,202,4,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,40,20
4338,38,201,5,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,35,35,35,25,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,51,20
4339,108,203,6,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,40,20
4340,176,205,6,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,20,55,20
4341,108,203,3,0,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,20,59,20
4342,76,202,6,0,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,54,20
4343,176,205,3,0,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,54,20
4344,108,203,7,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,35,35,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,20,42,20
4345,135,204,9,0,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,20,55,20
4346,135,204,7,0,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,20,30,25,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,58,20
4347,135,204,9,0,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,20,25,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,42,20
4348,108,203,3,0,20,25,20,30,20,30,15,15,20,25,20,30,20,30,15,15,20,25,20,30,20,30,15,15,20,25,20,30,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,20,51,20
4349,135,204,1,11,45,45,40,50,45,0,4,2,45,45,40,50,45,0,4,2,45,45,40,50,45,0,4,2,45,45,40,50,45,0,4,2,50,45,45,0,0,45,40,45,0,0,0,0,50,45,45,0,0,45,40,45,0,0,0,0,12,3,65,47,25
4350,176,205,1,12,40,35,20,45,45,0,5,5,40,35,25,45,45,0,5,5,35,30,20,45,45,0,5,5,40,35,20,45,45,0,5,5,40,0,0,0,0,30,40,0,0,40,0,0,40,0,0,0,0,30,40,0,0,40,0,0,8,2,50,49,55
4351,152,205,1,12,40,40,30,45,45,1,11,5,40,40,30,45,45,1,11,5,40,40,30,45,45,1,11,5,40,40,30,45,45,1,11,5,40,35,0,0,0,45,40,0,0,0,0,0,40,35,0,0,0,45,40,0,0,0,0,0,8,3,55,51,25
4352,152,205,1,12,35,45,40,45,30,2,12,4,35,45,40,45,30,2,12,4,35,45,40,45,30,2,12,4,35,45,40,45,30,1,12,4,40,40,45,0,0,45,0,45,0,0,0,40,40,40,45,0,0,45,0,45,0,0,0,40,5,4,50,53,50
4353,127,204,1,13,40,45,45,45,30,0,5,4,40,45,45,45,30,0,5,4,40,45,45,45,30,0,5,4,40,45,45,45,30,0,5,4,45,40,40,0,0,40,40,40,0,0,0,0,45,40,40,0,0,40,40,40,0,0,0,0,10,4,65,53,75
4354,104,203,1,11,40,50,50,50,50,1,5,2,40,50,50,50,50,1,5,2,40,50,45,50,50,1,5,2,40,50,50,50,50,1,5,2,0,45,45,0,0,35,0,0,0,45,0,0,0,45,45,0,0,35,0,0,0,45,0,0,9,3,60,56,25
4355,72,202,1,11,40,45,45,45,30,1,5,5,40,45,45,45,30,1,5,5,40,45,45,45,30,1,5,5,50,45,50,45,40,1,5,5,40,0,0,0,35,50,45,0,0,50,0,0,45,0,0,0,35,60,50,0,0,60,0,0,6,3,55,47,65
4356,1,200,1,12,50,50,50,55,50,0,5,3,50,50,50,55,50,0,5,3,50,50,50,55,50,0,5,3,50,50,50,55,50,0,5,3,60,60,40,0,0,55,0,0,0,0,0,0,60,60,40,0,0,55,0,0,0,0,0,0,15,4,60,58,30
4357,104,203,1,13,40,50,50,50,50,0,5,5,45,50,50,50,50,0,5,5,40,45,45,45,50,0,5,5,40,50,50,50,50,0,5,5,45,45,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,0,0,0,0,9,2,40,59,60
4358,152,205,1,11,40,45,40,45,20,1,10,4,40,45,40,50,20,1,10,4,40,45,40,45,20,1,10,4,40,45,40,45,20,1,10,4,45,0,0,0,0,0,45,0,0,45,0,0,45,0,0,0,0,0,45,0,0,45,0,0,9,3,45,48,60
4359,127,204,1,12,35,45,45,45,50,2,5,3,35,45,45,45,50,2,5,3,35,45,45,45,50,2,5,3,35,45,45,45,50,2,5,3,40,0,40,0,0,0,0,0,0,40,0,0,40,0,40,0,0,0,0,0,0,40,0,0,7,3,35,52,60
4360,127,204,1,12,40,50,45,50,35,1,5,3,40,50,45,50,35,1,5,3,40,45,45,50,35,1,5,3,40,50,45,50,35,1,5,3,40,0,0,0,0,0,40,0,0,40,0,0,40,0,0,0,0,0,40,0,0,40,0,0,9,3,35,55,45
4361,67,202,1,13,30,40,35,45,30,2,6,3,30,40,35,45,30,2,6,3,30,40,35,45,30,2,6,3,50,50,60,45,55,2,6,3,0,0,40,0,0,0,0,0,0,35,0,0,0,0,65,0,0,0,0,0,0,60,0,0,11,3,35,55,50
4362,152,205,1,12,40,40,30,45,30,1,11,5,40,40,30,45,30,1,11,5,40,35,30,45,30,1,11,5,40,40,30,45,30,1,11,5,45,45,35,0,0,0,0,0,0,40,0,0,45,45,35,0,0,0,0,0,0,40,0,0,12,3,30,44,30
4363,152,205,1,11,35,45,40,45,30,0,8,5,35,40,40,45,30,0,8,5,40,45,40,45,30,0,8,5,35,45,40,45,30,0,8,5,40,0,0,0,0,0,40,0,0,40,0,0,40,0,0,0,0,0,40,0,0,40,0,0,9,3,60,52,55
4364,31,201,2,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,20,51,20
4365,127,204,2,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,20,42,20
4366,127,204,3,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,20,58,20
4367,104,203,4,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,20,53,20
4368,104,203,5,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,20,48,20
4369,127,204,6,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,52,20
4370,152,205,6,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,42,20
4371,127,204,5,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,36,20
4372,104,203,5,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,20,43,20
4373,127,204,9,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,35,30,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,20,52,20
4374,104,203,7,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,20,56,20
4375,127,204,7,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,20,51,20
4376,0,0,7,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,30,35,25,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,20,57,20
4377,127,204,7,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,20,41,20
4378,152,205,1,12,40,45,40,50,45,1,5,5,40,45,40,50,45,1,5,5,40,45,40,50,45,1,5,5,40,45,40,50,45,1,5,5,40,0,0,0,0,0,0,45,0,0,0,0,40,0,0,0,0,0,0,45,0,0,0,0,8,3,35,49,20
4379,104,203,5,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,20,57,20
4380,104,203,3,0,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,20,30,20,35,20,30,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,54,20
4381,97,203,1,11,40,40,40,45,45,1,5,5,40,40,40,45,45,1,5,5,40,40,40,40,45,1,5,5,45,45,45,45,50,1,5,5,45,45,45,0,0,40,0,0,0,0,0,40,50,50,50,0,0,55,0,0,0,0,0,50,13,3,45,55,35
4382,77,202,1,11,40,40,35,45,50,1,5,5,40,40,35,45,50,1,5,5,40,40,35,45,50,1,5,5,40,40,35,45,50,1,5,5,45,45,0,0,0,45,40,45,0,0,0,0,45,45,0,0,0,45,40,45,0,0,0,0,9,4,70,54,65
