game_id,type,line,text
10574,2,185,"Pinch Hitting: RHB <a href=\"../players/player_532.html\">Nate Steele</a>"
10574,3,186,"0-0: Ball"
10574,3,187,"1-0: Foul Ball, location: 2F"
10574,3,188,"1-1: Ground out 6-3 (Groundball, 6, EV 85.6 MPH)"
10574,2,189,"Pinch Hitting: RHB <a href=\"../players/player_3769.html\">Lou Dugas</a>"
10574,3,190,"0-0: Ball"
10574,3,191,"1-0: Called Strike"
10574,3,192,"1-1: Ground out U3 (Groundball, 23, EV 83.1 MPH)"
10574,4,193,"Top of the 5th over - 0 runs, 0 hits, 0 errors, 0 left on base; Guadalajara 1 - Calgary 1"
10574,1,194,"Bottom of the 5th - Calgary Stampede batting - Pitching for Guadalajara A's : RHP <a href=\"../players/player_1814.html\">Steve McAllister</a>"
10574,2,195,"Pitching: RHP <a href=\"../players/player_529.html\">Jeff Toland</a>"
10574,2,196,"Now at 1B: <a href=\"../players/player_1818.html\">Jeremy Taylor</a>"
10574,2,197,"Now at 3B: <a href=\"../players/player_2551.html\">Nate Carpenter</a>"
10574,2,198,"Now at SS: <a href=\"../players/player_3769.html\">Lou Dugas</a>"
10574,2,199,"Now in LF: <a href=\"../players/player_542.html\">Manny Atencio</a>"
10574,2,200,"Now in RF: <a href=\"../players/player_1828.html\">Gustavo Sanchez</a>"
10574,2,201,"Batting: LHB <a href=\"../players/player_1912.html\">Tim Williams</a>"
10574,3,202,"0-0:  Fly out, F6  (Popup, 6MD, EV 59.4 MPH)"
10574,2,203,"Batting: RHB <a href=\"../players/player_1910.html\">Manny Romo</a>"
10574,3,204,"0-0: Ball"
10574,3,205,"1-0: Ball"
10574,3,206,"2-0:  Fly out, F7  (Line Drive, 7, EV 96.9 MPH)"
10574,2,207,"Batting: RHB <a href=\"../players/player_1906.html\">Andy Bradford</a>"
10574,3,208,"0-0:  Fly out, F7  (Line Drive, 7, EV 86.9 MPH)"
10574,4,209,"Bottom of the 5th over - 0 runs, 0 hits, 0 errors, 0 left on base; Guadalajara 1 - Calgary 1"
10574,1,210,"Top of the 6th - Guadalajara A's batting - Pitching for Calgary Stampede : RHP <a href=\"../players/player_1895.html\">Victor Victoria</a>"
10574,2,211,"Pitching: RHP <a href=\"../players/player_197.html\">Luis Quijada</a>"
10574,2,212,"Now in RF: <a href=\"../players/player_208.html\">Ryan Graff</a>"
10574,2,213,"Batting: SHB <a href=\"../players/player_1818.html\">Jeremy Taylor</a>"
10574,3,214,"0-0: Called Strike"
10574,3,215,"0-1: Swinging Strike"
10574,3,216,"0-2: Ball"
10574,3,217,"1-2:  Fly out, F2  (Popup, 2RF, EV 96.9 MPH)"
10574,2,218,"Batting: RHB <a href=\"../players/player_1828.html\">Gustavo Sanchez</a>"
10574,3,219,"0-0: Ball"
10574,3,220,"1-0: Ball"
10574,3,221,"2-0: Swinging Strike"
10574,3,222,"2-1: Ground out 5-3 (Groundball, 56, EV 103.1 MPH)"
10574,2,223,"Batting: RHB <a href=\"../players/player_3778.html\">Matt Smith</a>"
10574,3,224,"0-0: Called Strike"
10574,3,225,"0-1: Ball"
10574,3,226,"1-1: Ball"
10574,3,227,"2-1: <b>SINGLE</b>  (Line Drive, 78S, EV 110.0 MPH)"
10574,2,228,"Pinch Hitting: RHB <a href=\"../players/player_537.html\">Josh Peters</a>"
10574,3,229,"0-0:  <b>2-RUN HOME RUN</b>  (Flyball, 78XD, EV 103.8 MPH), Distance : 403 ft"
10574,2,230,"Batting: RHB <a href=\"../players/player_542.html\">Manny Atencio</a>"
10574,3,231,"0-0: Called Strike"
10574,3,232,"0-1: Ball"
10574,3,233,"1-1: Ball"
10574,3,234,"2-1: Ball"
10574,3,235,"3-1: Called Strike"
10574,3,236,"3-2:  Fly out, F8  (Flyball, 8LM, EV 85.0 MPH)"
10574,4,237,"Top of the 6th over - 2 runs, 2 hits, 0 errors, 0 left on base; Guadalajara 3 - Calgary 1"
10574,1,238,"Bottom of the 6th - Calgary Stampede batting - Pitching for Guadalajara A's : RHP <a href=\"../players/player_529.html\">Jeff Toland</a>"
10574,2,239,"Pitching: LHP <a href=\"../players/player_1807.html\">Joe Sgueglia</a>"
10574,2,240,"Now at 2B: <a href=\"../players/player_1819.html\">Albert Perez</a>"
10574,2,241,"Batting: LHB <a href=\"../players/player_208.html\">Ryan Graff</a>"
10574,3,242,"0-0: Called Strike"
10574,3,243,"0-1: Ball"
10574,3,244,"1-1:  Fly out, F9  (Flyball, 9S, EV 75.6 MPH)"
10574,2,245,"Pinch Hitting: RHB <a href=\"../players/player_216.html\">Bill Sullivan</a>"
10574,3,246,"0-0: Ball"
10574,3,247,"1-0: Ball"
10574,3,248,"2-0: Called Strike"
10574,3,249,"2-1: Foul Ball, location: 5F"
10574,3,250,"2-2: Foul Ball, location: 3F"
10574,3,251,"2-2: <b>SINGLE</b>  (Line Drive, 4D, EV 103.1 MPH)"
10574,2,252,"Pitching: LHP <a href=\"../players/player_3759.html\">Carlos Alvarez</a>"
10574,2,253,"Pinch Hitting: RHB <a href=\"../players/player_1902.html\">Aaron Peterson</a>"
10574,3,254,"0-0: Swinging Strike"
10574,3,255,"0-1: Foul Ball, location: 5F"
10574,3,256,"0-2: Strikes out swinging"
10574,2,257,"Pinch Hitting: RHB <a href=\"../players/player_3168.html\">Chris McElwain</a>"
10574,3,258,"0-0: Called Strike"
10574,3,259,"0-1: Ball"
10574,3,260,"Wild Pitch!"
10574,3,261,"<a href=\"../players/player_216.html\">Bill Sullivan</a> to second"
10574,3,262,"1-1: Ball"
10574,3,263,"2-1: Foul Ball, location: 9LSF"
10574,3,264,"2-2: Ball"
10574,3,265,"3-2:  <b>2-RUN HOME RUN</b>  (Flyball, 9LD, EV 94.4 MPH), Distance : 329 ft"
10574,2,266,"Batting: RHB <a href=\"../players/player_2965.html\">Chris Keener</a>"
10574,3,267,"0-0: Called Strike"
10574,3,268,"0-1: Ball"
10574,3,269,"1-1: Ball"
10574,3,270,"2-1: Foul Ball, location: 2F"
10574,3,271,"2-2: Strikes out looking"
10574,4,272,"Bottom of the 6th over - 2 runs, 2 hits, 0 errors, 0 left on base; Guadalajara 3 - Calgary 3"
10574,1,273,"Top of the 7th - Guadalajara A's batting - Pitching for Calgary Stampede : RHP <a href=\"../players/player_197.html\">Luis Quijada</a>"
10574,2,274,"Pitching: RHP <a href=\"../players/player_2963.html\">Sam Troia</a>"
10574,2,275,"Now at 1B: <a href=\"../players/player_1904.html\">Luke McCullough</a>"
10574,2,276,"Now at 2B: <a href=\"../players/player_1908.html\">Bill Goddard</a>"
10574,2,277,"Now at SS: <a href=\"../players/player_216.html\">Bill Sullivan</a>"
10574,2,278,"Pinch Hitting: RHB <a href=\"../players/player_1826.html\">Danny Perez</a>"
10574,3,279,"0-0: Foul Ball, location: 2F"
10574,3,280,"0-1: Swinging Strike"
10574,3,281,"0-2: Ball"
10574,3,282,"1-2: Ground out 4-3 (Groundball, 4, EV 108.8 MPH)"
10574,2,283,"Batting: RHB <a href=\"../players/player_2551.html\">Nate Carpenter</a>"
10574,3,284,"0-0: Foul Ball, location: 5DF"
10574,3,285,"0-1: Ball"
10574,3,286,"1-1: Ball"
10574,3,287,"2-1: Called Strike"
10574,3,288,"2-2: Strikes out looking"
10574,2,289,"Batting: RHB <a href=\"../players/player_1819.html\">Albert Perez</a>"
10574,3,290,"0-0: Swinging Strike"
10574,3,291,"0-1: Swinging Strike"
10574,3,292,"0-2: Ball"
10574,3,293,"1-2: Ball"
10574,3,294,"2-2:  Fly out, F4  (Popup, 4M, EV 64.4 MPH)"
10574,4,295,"Top of the 7th over - 0 runs, 0 hits, 0 errors, 0 left on base; Guadalajara 3 - Calgary 3"
10574,1,296,"Bottom of the 7th - Calgary Stampede batting - Pitching for Guadalajara A's : LHP <a href=\"../players/player_3759.html\">Carlos Alvarez</a>"
10574,2,297,"Pitching: RHP <a href=\"../players/player_1830.html\">Robby Cruz</a>"
10574,2,298,"Now in CF: <a href=\"../players/player_1826.html\">Danny Perez</a>"
10574,2,299,"Pinch Hitting: RHB <a href=\"../players/player_206.html\">Edgardo Mejia</a>"
10574,3,300,"0-0: Called Strike"
10574,3,301,"0-1:  Fly out, F6  (Flyball, 56D, EV 96.9 MPH)"
10574,2,302,"Pinch Hitting: RHB <a href=\"../players/player_1914.html\">Mike Flora</a>"
10574,3,303,"0-0: Called Strike"
10574,3,304,"0-1:  Fly out, F3  (Popup, 34, EV 67.5 MPH)"
10574,2,305,"Pinch Hitting: RHB <a href=\"../players/player_1913.html\">Billy Auriemma</a>"
10574,3,306,"0-0: Ball"
10574,3,307,"1-0: Called Strike"
10574,3,308,"1-1: Foul Ball, location: 9LMF"
10574,3,309,"1-2: Foul Ball, location: 25F"
10574,3,310,"1-2: Strikes out swinging"
10574,4,311,"Bottom of the 7th over - 0 runs, 0 hits, 0 errors, 0 left on base; Guadalajara 3 - Calgary 3"
10574,1,312,"Top of the 8th - Guadalajara A's batting - Pitching for Calgary Stampede : RHP <a href=\"../players/player_2963.html\">Sam Troia</a>"
10574,2,313,"Pitching: RHP <a href=\"../players/player_2958.html\">Denzel Taylor</a>"
10574,2,314,"Now at 3B: <a href=\"../players/player_208.html\">Ryan Graff</a>"
10574,2,315,"Now in LF: <a href=\"../players/player_1913.html\">Billy Auriemma</a>"
10574,2,316,"Now in CF: <a href=\"../players/player_1914.html\">Mike Flora</a>"
10574,2,317,"Now in RF: <a href=\"../players/player_2973.html\">Mario Lara</a>"
10574,2,318,"Batting: RHB <a href=\"../players/player_3769.html\">Lou Dugas</a>"
10574,3,319,"0-0: Swinging Strike"
10574,3,320,"0-1: Called Strike"
10574,3,321,"0-2: Ground out 6-3 (Groundball, 6, EV 99.4 MPH)"
10574,2,322,"Batting: SHB <a href=\"../players/player_1818.html\">Jeremy Taylor</a>"
10574,3,323,"0-0: Called Strike"
10574,3,324,"0-1:  Fly out, F7  (Flyball, 78S, EV 92.5 MPH)"
10574,2,325,"Batting: RHB <a href=\"../players/player_1828.html\">Gustavo Sanchez</a>"
10574,3,326,"0-0: Ball"
10574,3,327,"1-0: Called Strike"
10574,3,328,"1-1: Swinging Strike"
10574,3,329,"1-2: Ground out 5-3 (Groundball, 56, EV 110.6 MPH)"
10574,4,330,"Top of the 8th over - 0 runs, 0 hits, 0 errors, 0 left on base; Guadalajara 3 - Calgary 3"
10574,1,331,"Bottom of the 8th - Calgary Stampede batting - Pitching for Guadalajara A's : RHP <a href=\"../players/player_1830.html\">Robby Cruz</a>"
10574,2,332,"Batting: RHB <a href=\"../players/player_1904.html\">Luke McCullough</a>"
10574,3,333,"0-0: Called Strike"
10574,3,334,"0-1: Ball"
10574,3,335,"1-1: Ball"
10574,3,336,"2-1: Called Strike"
10574,3,337,"2-2: Ball"
10574,3,338,"3-2: Foul Ball, location: 2F"
10574,3,339,"3-2: Foul Ball, location: 25F"
10574,3,340,"3-2: Base on Balls"
10574,2,341,"Pitching: LHP <a href=\"../players/player_2543.html\">Sonny Clary</a>"
10574,2,342,"Pinch Hitting: RHB <a href=\"../players/player_2976.html\">Eddie Hovey</a>"
10574,3,343,"0-0: Called Strike"
10574,3,344,"0-1: Foul Ball, location: 7LMF"
10574,3,345,"0-2: Foul Ball, location: 3FF"
10574,3,346,"0-2: Ball"
10574,3,347,"1-2:  Fly out, F9  (Flyball, 9, EV 88.8 MPH)"
10574,2,348,"Batting: RHB <a href=\"../players/player_216.html\">Bill Sullivan</a>"
10574,3,349,"0-0: Sac Bunt to 13 - play at first, batter OUT! 1-4"
10574,3,350,"<a href=\"../players/player_1904.html\">Luke McCullough</a> to second"
10574,2,351,"Batting: RHB <a href=\"../players/player_1908.html\">Bill Goddard</a>"
10574,3,352,"0-0: Ball"
10574,3,353,"1-0: Called Strike"
10574,3,354,"1-1: Swinging Strike"
10574,3,355,"1-2: Ground out 6-3 (Groundball, 6M, EV 84.4 MPH)"
10574,4,356,"Bottom of the 8th over - 0 runs, 0 hits, 0 errors, 1 left on base; Guadalajara 3 - Calgary 3"
10574,1,357,"Top of the 9th - Guadalajara A's batting - Pitching for Calgary Stampede : RHP <a href=\"../players/player_2958.html\">Denzel Taylor</a>"
10574,2,358,"Pitching: LHP <a href=\"../players/player_1887.html\">Gil Campos</a>"
10574,2,359,"Now at 3B: <a href=\"../players/player_2969.html\">Tim Smith</a>"
10574,2,360,"Pinch Hitting: RHB <a href=\"../players/player_1816.html\">Alex Rivera</a>"
10574,3,361,"0-0: Called Strike"
10574,3,362,"0-1: Ball"
10574,3,363,"1-1: Foul Ball, location: 2F"
10574,3,364,"1-2:  <b>SOLO HOME RUN</b>  (Flyball, 9D, EV 95.0 MPH), Distance : 370 ft"
10574,2,365,"Pinch Hitting: RHB <a href=\"../players/player_2548.html\">Marc Fenton</a>"
10574,3,366,"0-0: Ball"
10574,3,367,"1-0: Ball"
10574,3,368,"2-0: Called Strike"
10574,3,369,"2-1: Foul Ball, location: 2F"
10574,3,370,"2-2: Strikes out swinging"
10574,2,371,"Batting: RHB <a href=\"../players/player_542.html\">Manny Atencio</a>"
10574,3,372,"0-0: Ball"
10574,3,373,"1-0: Foul Ball, location: 2F"
10574,3,374,"1-1:  Fly out, F8  (Flyball, 8LD, EV 89.4 MPH)"
10574,2,375,"Batting: RHB <a href=\"../players/player_1826.html\">Danny Perez</a>"
10574,3,376,"0-0: Swinging Strike"
10574,3,377,"0-1: Ball"
10574,3,378,"1-1: Called Strike"
10574,3,379,"1-2: Foul Ball, location: 9LSF"
10574,3,380,"1-2: Ground out 1-3 (Groundball, 15S, EV 71.3 MPH)"
10574,4,381,"Top of the 9th over - 1 run, 1 hit, 0 errors, 0 left on base; Guadalajara 4 - Calgary 3"
10574,1,382,"Bottom of the 9th - Calgary Stampede batting - Pitching for Guadalajara A's : LHP <a href=\"../players/player_2543.html\">Sonny Clary</a>"
10574,2,383,"Pitching: RHP <a href=\"../players/player_2542.html\">Jesus Aguilar</a>"
10574,2,384,"Now at C: <a href=\"../players/player_1816.html\">Alex Rivera</a>"
10574,2,385,"Batting: RHB <a href=\"../players/player_2973.html\">Mario Lara</a>"
10574,3,386,"0-0:  <b>SOLO HOME RUN</b>  (Flyball, 78XD, EV 106.3 MPH), Distance : 407 ft"
10574,2,387,"Pinch Hitting: LHB <a href=\"../players/player_210.html\">Alvin Lazo</a>"
10574,3,388,"0-0: Ball"
10574,3,389,"1-0: Ground out 4-3 (Groundball, 4D, EV 86.9 MPH)"
10574,2,390,"Batting: LHB <a href=\"../players/player_2969.html\">Tim Smith</a>"
10574,3,391,"0-0: Called Strike"
10574,3,392,"0-1: Ball"
10574,3,393,"1-1: Ball"
10574,3,394,"2-1: Foul Ball, location: 2F"
10574,3,395,"2-2: Ball"
10574,3,396,"3-2: Base on Balls"
10574,2,397,"Batting: RHB <a href=\"../players/player_1914.html\">Mike Flora</a>"
10574,3,398,"0-0: Sac Bunt to 15S - play at first, batter OUT! 1-3"
10574,3,399,"<a href=\"../players/player_2969.html\">Tim Smith</a> to second"
10574,2,400,"Batting: RHB <a href=\"../players/player_1913.html\">Billy Auriemma</a>"
10574,3,401,"0-0: Ball"
10574,3,402,"1-0: Ball"
10574,3,403,"2-0: Called Strike"
10574,3,404,"2-1: Ground out 6-3 (Groundball, 6M, EV 106.9 MPH)"
10574,4,405,"Bottom of the 9th over - 1 run, 1 hit, 0 errors, 1 left on base; Guadalajara 4 - Calgary 4"
10574,1,406,"Top of the 10th - Guadalajara A's batting - Pitching for Calgary Stampede : LHP <a href=\"../players/player_1887.html\">Gil Campos</a>"
10574,2,407,"Pitching: RHP <a href=\"../players/player_1896.html\">Steve Landrum</a>"
10574,2,408,"Now at C: <a href=\"../players/player_202.html\">Manny Gonzalez</a>"
10574,2,409,"Pinch Hitting: LHB <a href=\"../players/player_534.html\">Chris Boud</a>"
10574,3,410,"0-0: Ground out 5-3 (Groundball, 5, EV 99.4 MPH)"
10574,2,411,"Batting: RHB <a href=\"../players/player_1819.html\">Albert Perez</a>"
10574,3,412,"0-0: Ball"
10574,3,413,"1-0: Ball"
10574,3,414,"2-0: Ball"
10574,3,415,"3-0: Called Strike"
10574,3,416,"3-1: Base on Balls"
10574,2,417,"Pinch Hitting: RHB <a href=\"../players/player_1823.html\">Omari Abrams</a>"
10574,3,418,"0-0: Foul Ball, location: 2F"
10574,3,419,"0-1:  Fly out, F2  (Popup, 23F, EV 91.3 MPH)"
10574,2,420,"Pinch Hitting: RHB <a href=\"../players/player_1820.html\">John Boivin</a>"
10574,3,421,"0-0: Called Strike"
10574,3,422,"0-1: Ball"
10574,3,423,"1-1: Ball"
10574,3,424,"2-1: Swinging Strike"
10574,3,425,"2-2:  Fly out, F7  (Flyball, 7S, EV 94.4 MPH)"
10574,4,426,"Top of the 10th over - 0 runs, 0 hits, 0 errors, 1 left on base; Guadalajara 4 - Calgary 4"
10574,1,427,"Bottom of the 10th - Calgary Stampede batting - Pitching for Guadalajara A's : RHP <a href=\"../players/player_2542.html\">Jesus Aguilar</a>"
10574,2,428,"Pitching: LHP <a href=\"../players/player_527.html\">Chris Salinas</a>"
10574,2,429,"Now at 1B: <a href=\"../players/player_3766.html\">Jonathan Rice</a>"
10574,2,430,"Now at 3B: <a href=\"../players/player_545.html\">Gabriel Luna</a>"
10574,2,431,"Now at SS: <a href=\"../players/player_1821.html\">Nelson Lopez</a>"
10574,2,432,"Batting: RHB <a href=\"../players/player_1904.html\">Luke McCullough</a>"
10574,3,433,"0-0: Swinging Strike"
10574,3,434,"0-1: Swinging Strike"
10574,3,435,"0-2: Foul Ball, location: 7LSF"
10574,3,436,"0-2: Ball"
10574,3,437,"1-2: Ground out 5-3 (Groundball, 56S, EV 70.0 MPH)"
10574,2,438,"Batting: RHB <a href=\"../players/player_202.html\">Manny Gonzalez</a>"
10574,3,439,"0-0: Called Strike"
10574,3,440,"0-1: Foul Ball, location: 9LSF"
10574,3,441,"0-2: Ball"
10574,3,442,"1-2: Foul Ball, location: 25FF"
10574,3,443,"1-2: Foul Ball, location: 7LDF"
10574,3,444,"1-2: Ball"
10574,3,445,"2-2: Foul Ball, location: 3F"
10574,3,446,"2-2: Foul Ball, location: 7LSF"
10574,3,447,"2-2: Foul Ball, location: 23F"
10574,3,448,"2-2: Ball"
10574,3,449,"3-2: Foul Ball, location: 9LDF"
10574,3,450,"3-2: Foul Ball, location: 5FF"
10574,3,451,"3-2: Foul Ball, location: 2F"
10574,3,452,"3-2: <b>SINGLE</b>  (Line Drive, 9S, EV 104.4 MPH)"
10574,2,453,"Pinch Hitting: RHB <a href=\"../players/player_4037.html\">Juan Castellano</a>"
10574,3,454,"0-0: Ball"
10574,3,455,"1-0: Foul Ball, location: 2F"
10574,3,456,"1-1: Called Strike"
10574,3,457,"1-2: Ball"
10574,3,458,"2-2: Strikes out swinging"
10574,2,459,"Batting: RHB <a href=\"../players/player_1908.html\">Bill Goddard</a>"
10574,3,460,"0-0: Ball"
10574,3,461,"1-0:  Fly out, F4  (Line Drive, 4M, EV 69.4 MPH)"
10574,4,462,"Bottom of the 10th over - 0 runs, 1 hit, 0 errors, 1 left on base; Guadalajara 4 - Calgary 4"
10574,1,463,"Top of the 11th - Guadalajara A's batting - Pitching for Calgary Stampede : RHP <a href=\"../players/player_1896.html\">Steve Landrum</a>"
10574,2,464,"Pitching: RHP <a href=\"../players/player_195.html\">John Boren</a>"
10574,2,465,"Now at 3B: <a href=\"../players/player_1903.html\">Juan Nararrete</a>"
10574,2,466,"Now at SS: <a href=\"../players/player_2969.html\">Tim Smith</a>"
10574,2,467,"Pinch Hitting: LHB <a href=\"../players/player_1827.html\">Edgar Rodriguez</a>"
10574,3,468,"0-0: Ball"
10574,3,469,"1-0: Foul Ball, location: 9LSF"
10574,3,470,"1-1: Foul Ball, location: 25FF"
10574,3,471,"1-2: Ball"
10574,3,472,"2-2: Foul Ball, location: 2F"
10574,3,473,"2-2: Ground out 6-3 (Groundball, 6, EV 109.4 MPH)"
10574,2,474,"Batting: RHB <a href=\"../players/player_1816.html\">Alex Rivera</a>"
10574,3,475,"0-0: Ground out 4-3 (Groundball, 34, EV 84.4 MPH)"
10574,2,476,"Batting: RHB <a href=\"../players/player_3766.html\">Jonathan Rice</a>"
10574,3,477,"0-0: Foul Ball, location: 25FF"
10574,3,478,"0-1: <b>SINGLE</b>  (Line Drive, 7LS, EV 100.6 MPH)"
10574,2,479,"Pinch Hitting: LHB <a href=\"../players/player_3773.html\">Jim Van Winkle</a>"
10574,3,480,"0-0:  Fly out, F4  (Line Drive, 4MD, EV 67.5 MPH)"
10574,4,481,"Top of the 11th over - 0 runs, 1 hit, 0 errors, 1 left on base; Guadalajara 4 - Calgary 4"
10574,1,482,"Bottom of the 11th - Calgary Stampede batting - Pitching for Guadalajara A's : LHP <a href=\"../players/player_527.html\">Chris Salinas</a>"
10574,2,483,"Pitching: RHP <a href=\"../players/player_526.html\">Jeremy Williams</a>"
10574,2,484,"Now in LF: <a href=\"../players/player_2555.html\">John Nestico</a>"
10574,2,485,"Now in RF: <a href=\"../players/player_1827.html\">Edgar Rodriguez</a>"
10574,2,486,"Batting: RHB <a href=\"../players/player_2973.html\">Mario Lara</a>"
10574,3,487,"0-0: Foul Ball, location: 5F"
10574,3,488,"0-1: Ball"
10574,3,489,"1-1: Ball"
10574,3,490,"2-1:  Fly out, F1  (Line Drive, P, EV 68.8 MPH)"
10574,2,491,"Batting: RHB <a href=\"../players/player_1903.html\">Juan Nararrete</a>"
10574,3,492,"0-0: Called Strike"
10574,3,493,"0-1: Called Strike"
10574,3,494,"0-2: Strikes out swinging"
10574,2,495,"Batting: LHB <a href=\"../players/player_2969.html\">Tim Smith</a>"
10574,3,496,"0-0: Called Strike"
10574,3,497,"0-1: Ball"
10574,3,498,"1-1: Foul Ball, location: 2F"
10574,3,499,"1-2: Strikes out swinging"
10574,4,500,"Bottom of the 11th over - 0 runs, 0 hits, 0 errors, 0 left on base; Guadalajara 4 - Calgary 4"
10574,1,501,"Top of the 12th - Guadalajara A's batting - Pitching for Calgary Stampede : RHP <a href=\"../players/player_195.html\">John Boren</a>"
10574,2,502,"Pitching: RHP <a href=\"../players/player_225.html\">Max Van Ort</a>"
10574,2,503,"Batting: RHB <a href=\"../players/player_1826.html\">Danny Perez</a>"
10574,3,504,"0-0: Ball"
10574,3,505,"1-0: Called Strike"
10574,3,506,"1-1: Ball"
10574,3,507,"2-1:  <b>SOLO HOME RUN</b>  (Flyball, 9D, EV 95.0 MPH), Distance : 356 ft"
10574,2,508,"Batting: RHB <a href=\"../players/player_1821.html\">Nelson Lopez</a>"
10574,3,509,"0-0: Called Strike"
10574,3,510,"0-1: Ball"
10574,3,511,"1-1: Ground out 6-3 (Groundball, 6, EV 85.0 MPH)"
10574,2,512,"Pinch Hitting: RHB <a href=\"../players/player_3767.html\">Kevin Briody</a>"
10574,3,513,"0-0: Swinging Strike"
10574,3,514,"0-1: Ball"
10574,3,515,"1-1: Ball"
10574,3,516,"2-1: Foul Ball, location: 3SF"
10574,3,517,"2-2: Ball"
10574,3,518,"3-2: Foul Ball, location: 3FF"
10574,3,519,"3-2: Ground out 5-3 (Groundball, 56, EV 85.6 MPH)"
10574,2,520,"Batting: RHB <a href=\"../players/player_545.html\">Gabriel Luna</a>"
10574,3,521,"0-0: Ball"
10574,3,522,"1-0: Called Strike"
10574,3,523,"1-1: Ball"
10574,3,524,"2-1: Ball"
10574,3,525,"3-1: Called Strike"
10574,3,526,"3-2: Base on Balls"
10574,2,527,"Batting: RHB <a href=\"../players/player_2555.html\">John Nestico</a>"
10574,3,528,"0-0: Called Strike"
10574,3,529,"0-1: Ball"
10574,3,530,"1-1: Foul Ball, location: 2F"
10574,3,531,"1-2: Foul Ball, location: 2F"
10574,3,532,"1-2: Strikes out swinging"
10574,4,533,"Top of the 12th over - 1 run, 1 hit, 0 errors, 1 left on base; Guadalajara 5 - Calgary 4"
10574,1,534,"Bottom of the 12th - Calgary Stampede batting - Pitching for Guadalajara A's : RHP <a href=\"../players/player_526.html\">Jeremy Williams</a>"
10574,2,535,"Pitching: LHP <a href=\"../players/player_1804.html\">Julio Roel</a>"
10574,2,536,"Now at 2B: <a href=\"../players/player_2547.html\">Scott Douthitt</a>"
10574,2,537,"Pinch Hitting: LHB <a href=\"../players/player_1911.html\">Dave Leew</a>"
10574,3,538,"0-0: Foul Ball, location: 23F"
10574,3,539,"0-1:  <b>SOLO HOME RUN</b>  (Flyball, 89XD, EV 102.5 MPH), Distance : 404 ft"
10574,2,540,"Pinch Hitting: LHB <a href=\"../players/player_214.html\">Roy Adelson</a>"
10574,3,541,"0-0: Swinging Strike"
10574,3,542,"0-1: Swinging Strike"
10574,3,543,"0-2:  Fly out, F4  (Line Drive, 4MD, EV 60.6 MPH)"
10574,2,544,"Pinch Hitting: LHB <a href=\"../players/player_3166.html\">Eric Elliott</a>"
10574,3,545,"0-0: Ball"
10574,3,546,"1-0: Ball"
10574,3,547,"2-0: Foul Ball, location: 7LSF"
10574,3,548,"2-1: Swinging Strike"
10574,3,549,"2-2: Foul Ball, location: 7LMF"
10574,3,550,"2-2: Ball"
10574,3,551,"3-2:  <b>SOLO HOME RUN</b>  (Flyball, 89XD, EV 99.4 MPH), Distance : 410 ft"
10574,4,552,"Bottom of the 12th over - 2 runs, 2 hits, 0 errors, 0 left on base; Guadalajara 5 - Calgary 6"
10575,1,1,"Top of the 1st - Nezahualcoyotl Deputies batting - Pitching for Mexico City Barbarians : RHP <a href=\"../players/player_1719.html\">Shawn Florez</a>"
10575,2,2,"Pitching: RHP <a href=\"../players/player_1719.html\">Shawn Florez</a>"
10575,2,3,"Batting: SHB <a href=\"../players/player_2249.html\">Jose Cofield</a>"
10575,3,4,"0-0: Ball"
10575,3,5,"1-0: Called Strike"
10575,3,6,"1-1: Ball"
10575,3,7,"2-1: Bunt for hit to 23 - play at first, batter OUT! 3-4"
10575,2,8,"Batting: RHB <a href=\"../players/player_676.html\">Fritz Stretton</a>"
10575,3,9,"0-0: Ball"
10575,3,10,"1-0: Foul Ball, location: 3FF"
10575,3,11,"1-1:  Fly out, F4  (Line Drive, 34D, EV 75.0 MPH)"
10575,2,12,"Batting: LHB <a href=\"../players/player_2243.html\">Larry Huntt</a>"
10575,3,13,"0-0: <b>SINGLE</b>  (Line Drive, 7S, EV 106.9 MPH)"
10575,2,14,"Batting: LHB <a href=\"../players/player_2246.html\">Armando Medina</a>"
10575,3,15,"0-0: Called Strike"
10575,3,16,"<a href=\"../players/player_2243.html\">Larry Huntt</a> steals 2nd base"
10575,3,17,"0-1: Swinging Strike"
10575,3,18,"0-2: Ball"
10575,3,19,"1-2:  Fly out, F8  (Flyball, 8RXD, EV 105.6 MPH)"
10575,4,20,"Top of the 1st over - 0 runs, 1 hit, 0 errors, 1 left on base; Nezahualcoyotl 0 - Mexico City 0"
10575,1,21,"Bottom of the 1st - Mexico City Barbarians batting - Pitching for Nezahualcoyotl Deputies : RHP <a href=\"../players/player_2229.html\">Tom Pulsifer</a>"
10575,2,22,"Pitching: RHP <a href=\"../players/player_2229.html\">Tom Pulsifer</a>"
10575,2,23,"Batting: RHB <a href=\"../players/player_629.html\">David Henderson</a>"
10575,3,24,"0-0: Ball"
10575,3,25,"1-0: Called Strike"
10575,3,26,"1-1: Ball"
10575,3,27,"2-1: Ball"
10575,3,28,"3-1: Base on Balls"
10575,2,29,"Batting: RHB <a href=\"../players/player_632.html\">Juan Reinoso</a>"
10575,3,30,"0-0: Ball"
10575,3,31,"1-0:  Fly out, F3  (Line Drive, 3L, EV 63.1 MPH)"
10575,2,32,"Batting: RHB <a href=\"../players/player_637.html\">Ray Frye</a>"
10575,3,33,"0-0: <b>SINGLE</b>  (Line Drive, 89S, EV 96.9 MPH)"
