player_id,team_id,league_id,position,role,playing_level,is_active,is_on_secondary,is_on_dl,is_on_dl60,must_be_active,just_signed,was_on_active,was_on_secondary,was_on_dl,mlb_service_years,secondary_service_years,pro_service_years,mlb_service_days,secondary_service_days,pro_service_days,mlb_service_days_this_year,secondary_service_days_this_year,pro_service_days_this_year,dl_days_this_year,years_protected_from_rule_5,is_on_waivers,designated_for_assignment,irrevocable_waivers,days_on_waivers,days_on_waivers_left,days_on_dfa_left,claimed_team_id,options_used,options_used_this_year,has_received_arbitration,was_traded,trade_status
4711,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,255,2,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
4712,48,201,1,11,0,0,0,0,0,0,0,0,0,0,1,1,3,216,216,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4713,149,204,1,11,0,0,0,0,0,0,0,0,0,0,0,0,2,12,45,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4714,118,203,1,12,0,0,0,0,0,0,0,0,0,0,1,1,2,180,258,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4715,118,203,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,49,145,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4716,118,203,1,11,0,0,0,0,0,0,0,0,0,0,0,0,2,20,20,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4717,48,201,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,43,58,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4718,172,205,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4719,149,204,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4720,88,202,1,13,0,0,0,0,0,0,0,0,0,0,7,7,9,1251,1251,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4721,118,203,1,11,0,0,0,0,0,0,0,0,0,0,0,0,2,48,126,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4722,118,203,1,13,0,0,0,0,0,0,0,0,0,0,2,2,4,346,436,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4723,172,205,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,48,48,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4724,149,204,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,31,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4725,118,203,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,87,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4726,149,204,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,30,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4727,149,204,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,47,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4728,118,203,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,128,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4729,88,202,6,0,0,0,0,0,0,0,0,0,0,0,4,5,6,700,1025,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4730,172,205,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,26,0,0,26,0,5,0,0,0,0,0,0,0,0,0,0,0,0
4731,172,205,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,41,26,0,0,26,0,5,0,0,0,0,0,0,0,0,0,0,0,0
4732,149,204,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,47,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4733,88,202,9,0,0,0,0,0,0,0,0,0,0,0,4,4,6,712,802,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4734,149,204,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,13,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4735,172,205,9,0,0,0,0,0,0,0,0,0,0,0,1,1,3,203,234,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4736,149,204,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,47,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4737,118,203,9,0,0,0,0,0,0,0,0,0,0,0,4,4,5,736,802,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4738,172,205,9,0,0,0,0,0,0,0,0,0,0,0,1,1,2,197,274,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4739,118,203,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,51,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4740,149,204,1,12,0,0,0,0,0,0,0,0,0,0,0,0,2,21,59,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4741,107,203,1,11,0,0,0,0,0,0,0,0,0,0,2,2,4,374,374,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4742,170,205,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,9,78,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4743,148,204,1,11,0,0,0,0,0,0,0,0,0,0,0,0,2,19,22,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4744,170,205,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,41,123,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4745,148,204,1,11,0,0,0,0,0,0,0,0,0,0,1,1,2,185,253,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4746,107,203,1,12,0,0,0,0,0,0,0,0,0,0,2,2,4,352,364,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4747,37,201,1,12,0,0,0,0,0,0,0,0,0,0,1,1,2,205,206,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4748,0,0,1,12,0,0,0,0,0,0,0,0,0,0,4,4,6,700,746,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4749,148,204,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4750,170,205,1,12,0,0,0,0,0,0,0,0,0,0,0,0,2,13,13,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4751,107,203,1,11,0,0,0,0,0,0,0,0,0,0,1,1,2,206,222,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4752,148,204,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,30,30,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4753,107,203,1,11,0,0,0,0,0,0,0,0,0,0,2,2,4,364,368,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4754,107,203,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,73,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4755,148,204,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4756,148,204,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,113,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4757,107,203,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,78,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4758,170,205,5,0,0,0,0,0,0,0,0,0,0,0,2,2,4,378,418,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4759,148,204,5,0,0,0,0,0,0,0,0,0,0,0,1,1,2,191,279,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4760,148,204,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,77,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4761,107,203,4,0,0,0,0,0,0,0,0,0,0,0,2,2,3,384,392,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4762,107,203,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,88,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4763,170,205,7,0,0,0,0,0,0,0,0,0,0,0,1,1,3,208,208,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4764,148,204,8,0,0,0,0,0,0,0,0,0,0,0,1,1,2,176,176,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4765,107,203,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,49,49,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4766,148,204,9,0,0,0,0,0,0,0,0,0,0,0,1,1,3,174,185,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4767,170,205,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48,91,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4768,107,203,1,11,0,0,0,0,0,0,0,0,0,0,0,0,2,42,42,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4769,148,204,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,41,41,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4770,148,204,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4771,159,205,1,12,0,0,0,0,0,0,0,0,0,0,1,1,3,179,275,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4772,62,202,1,11,0,0,0,0,0,0,0,0,0,0,7,7,8,1213,1337,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4773,117,203,1,11,0,0,0,0,0,0,0,0,0,0,1,1,2,210,291,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4774,117,203,1,11,0,0,0,0,0,0,0,0,0,0,1,1,3,214,276,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4775,150,204,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,46,85,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4776,117,203,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,20,20,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4777,62,202,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,24,24,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4778,150,204,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,11,82,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4779,62,202,1,11,0,0,0,1,0,0,0,0,0,0,7,8,9,1243,1492,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4780,150,204,1,13,0,0,0,0,0,0,0,0,0,0,2,2,4,370,370,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4781,117,203,1,12,0,0,0,0,0,0,0,0,0,0,1,1,2,207,229,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4782,150,204,1,11,0,0,0,0,0,0,0,0,0,0,3,3,4,552,552,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4783,159,205,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,16,16,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4784,53,201,7,0,0,0,0,0,0,0,0,0,0,0,4,4,6,730,787,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4785,150,204,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4786,117,203,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,181,272,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4787,150,204,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,112,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4788,117,203,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47,83,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4789,117,203,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43,63,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4790,117,203,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,43,125,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4791,159,205,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,39,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4792,117,203,4,0,0,0,0,0,0,0,0,0,0,0,1,1,3,219,219,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4793,159,205,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,44,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4794,159,205,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,46,103,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4795,150,204,8,0,0,0,0,0,0,0,0,0,0,0,1,1,2,193,290,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4796,62,202,9,0,0,0,0,0,0,0,0,0,0,0,6,6,7,1063,1063,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4797,150,204,9,0,0,0,0,0,0,0,0,0,0,0,1,1,3,221,221,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4798,117,203,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,205,264,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4799,159,205,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,34,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4800,150,204,9,0,0,0,0,0,0,0,0,0,0,0,1,1,3,210,285,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4801,64,202,1,11,0,0,0,0,0,0,0,0,0,0,4,5,6,722,956,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4802,161,205,1,12,0,0,0,0,0,0,0,0,0,0,0,0,2,38,38,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4803,62,202,1,12,0,0,0,0,0,0,0,0,0,0,4,6,6,700,1040,16,0,0,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4804,161,205,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,7,7,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4805,138,204,1,11,0,0,0,0,0,0,0,0,0,0,1,1,2,204,242,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4806,161,205,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,26,0,5,0,0,0,0,0,0,0,0,0,0,0,0
4807,115,203,1,12,0,0,0,0,0,0,0,0,0,0,0,0,2,4,41,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4808,138,204,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,41,85,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4809,161,205,1,12,0,0,0,0,0,0,0,0,0,0,1,1,3,176,211,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4810,64,202,1,12,0,0,0,0,0,0,0,0,0,0,7,8,9,1252,1522,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4811,161,205,1,12,0,0,0,0,0,0,0,0,0,0,1,1,3,174,192,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4812,115,203,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,34,50,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4813,115,203,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,38,38,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4814,64,202,2,0,0,0,0,0,0,0,0,0,0,0,5,5,7,864,929,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4815,115,203,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,72,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4816,87,202,3,0,0,0,0,0,0,0,0,0,0,0,7,8,9,1246,1487,12,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4817,115,203,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,50,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4818,138,204,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,30,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4819,161,205,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,26,0,0,26,0,5,0,0,0,0,0,0,0,0,0,0,0,0
4820,115,203,5,0,0,0,0,0,0,0,0,0,0,0,1,1,2,185,276,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4821,48,201,5,0,0,0,0,0,0,0,0,0,0,0,4,5,6,695,997,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4822,40,201,4,0,0,0,1,0,0,0,0,0,0,0,3,5,6,576,861,26,25,26,26,0,4,0,0,0,0,0,0,0,1,1,0,0,0
4823,138,204,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,104,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4824,161,205,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,49,72,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4825,138,204,9,0,0,0,0,0,0,0,0,0,0,0,1,1,2,208,277,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4826,138,204,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,25,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4827,115,203,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4828,138,204,1,12,0,0,0,0,0,0,0,0,0,0,0,0,2,15,15,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4829,138,204,1,13,0,0,0,0,0,0,0,0,0,0,1,1,2,216,234,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4830,115,203,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,31,31,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4831,155,205,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,10,55,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4832,155,205,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4833,93,203,1,11,0,0,0,0,0,0,0,0,0,0,4,4,5,696,759,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4834,144,204,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,14,14,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4835,93,203,1,11,0,0,0,0,0,0,0,0,0,0,1,1,2,186,186,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4836,82,202,1,12,0,0,0,0,0,0,0,0,0,0,6,7,8,1035,1367,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4837,93,203,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,40,54,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4838,82,202,1,12,0,0,0,0,0,0,0,0,0,0,5,5,6,907,907,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4839,144,204,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,36,45,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4840,144,204,1,11,0,0,0,0,0,0,0,0,0,0,1,1,2,199,293,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4841,144,204,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,15,24,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4842,155,205,1,12,0,0,0,0,0,0,0,0,0,0,1,1,2,183,189,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4843,93,203,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,10,10,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4844,82,202,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,51,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4845,93,203,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,214,228,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4846,144,204,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,58,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4847,155,205,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4848,144,204,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,30,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4849,155,205,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4850,82,202,3,0,0,0,0,0,0,0,0,0,0,0,7,7,9,1211,1211,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4851,144,204,6,0,0,0,0,0,0,0,0,0,0,0,1,1,3,197,197,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4852,93,203,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,63,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4853,82,202,9,0,0,0,0,0,0,0,0,0,0,0,5,6,7,904,1120,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4854,155,205,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36,26,0,0,26,0,5,0,0,0,0,0,0,0,0,0,0,0,0
4855,144,204,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,44,44,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4856,144,204,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,38,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4857,155,205,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,32,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4858,93,203,2,0,0,0,0,0,0,0,0,0,0,0,1,1,3,198,296,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4859,93,203,1,13,0,0,0,0,0,0,0,0,0,0,0,0,2,17,38,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4860,144,204,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4861,151,205,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,41,41,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4862,80,202,1,11,0,0,0,0,0,0,0,0,0,0,0,0,255,50,50,26,0,0,26,0,5,0,0,0,0,0,0,0,0,0,0,0,0
4863,113,203,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,25,25,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4864,151,205,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,45,77,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4865,113,203,1,11,0,0,0,0,0,0,0,0,0,0,4,4,5,709,743,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4866,59,201,1,12,0,0,0,0,0,0,0,0,0,0,1,1,2,173,257,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4867,59,201,1,12,0,0,0,0,0,0,0,0,0,0,1,1,2,188,188,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4868,0,0,1,12,0,0,0,0,0,0,0,0,0,0,6,6,7,1060,1060,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4869,151,205,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,25,25,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4870,113,203,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,42,42,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4871,151,205,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,26,0,0,26,0,5,0,0,0,0,0,0,0,0,0,0,0,0
4872,151,205,1,12,0,0,0,0,0,0,0,0,0,0,0,0,1,18,18,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4873,151,205,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,40,40,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4874,84,202,2,0,0,0,0,0,0,0,0,0,0,0,5,6,7,863,1082,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4875,143,204,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4876,113,203,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,175,268,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4877,113,203,5,0,0,0,0,0,0,0,0,0,0,0,1,1,2,194,260,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4878,143,204,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36,58,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4879,151,205,6,0,0,0,0,0,0,0,0,0,0,0,2,2,3,358,403,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4880,113,203,6,0,0,0,0,0,0,0,0,0,0,0,1,1,2,199,234,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4881,143,204,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,40,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4882,59,201,3,0,0,0,0,0,0,0,0,0,0,0,5,5,7,886,916,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4883,84,202,9,0,0,0,0,0,0,0,0,0,0,0,4,5,6,722,875,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4884,151,205,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50,65,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4885,143,204,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43,47,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4886,84,202,7,0,0,0,0,0,0,0,0,0,0,0,6,6,8,1060,1063,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
4887,151,205,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,58,26,0,0,26,0,4,0,0,0,0,0,0,0,0,0,0,0,0
